Location,Job_Description,Sector,Eligibility,salary,Month,vacancies
BENGALURU,DIGITAL MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,40000,7,2
BENGALURU,MARKETING SPECIALIST ,Marketing,BTech BE  ME MTech,15000,4,1
MUMBAI,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,25000,11,2
HYDERABAD,SHAREPOINT DEVELOPER ,IT/Software Development,BTech BE  ME MTech,70000,11,2
AL SHARQIA,MECHATRONICS ENGINEER - AL SHARQIA,Engineering,BTech BE  ME MTech,40000,0,5
MUMBAI,SALES MANAGER,Marketing,BTech BE  ME MTech,150000,8,1
BENGALURU,SALES ACCOUNT EXECUTIVE - LIGHTING & SOLAR,Sales/Retail/Business Development,BTech BE  ME MTech,28000,1,5
BENGALURU,SALES ACCOUNT MANAGER - IT,Sales/Retail/Business Development,BTech BE  ME MTech,35000,6,4
MUMBAI,SENIOR SYSTEM ANALYST- ALEXANDRIA,IT/Software Development,BTech BE  ME MTech,30000,4,1
MUMBAI,SENIOR SYSTEM ANALYST- ALEXANDRIA,IT/Software Development,BTech BE  ME MTech,30000,0,1
BENGALURU,PROJECT MANAGER - ELECTROMECHANICAL ENGINEERING,Engineering,BTech BE  ME MTech,200000,2,1
BENGALURU,ELECTRICAL SALES ENGINEER - SWITCHGEAR,Engineering,BTech BE  ME MTech,80000,11,1
HYDERABAD,FRONT DESK & TELESALES REPRESENTATIVE ,Sales/Retail/Business Development,BTech BE  ME MTech,15000,0,5
MUMBAI,PHP DEVELOPER - ALEXANDRIA,IT/Software Development,BTech BE  ME MTech,35000,11,1
HYDERABAD,WEB DEVELOPER (ASP.NET & MVC),IT/Software Development,BTech BE  ME MTech,50000,3,2
BENGALURU,SALES MANAGER - IT NETWORKS,IT/Software Development,BTech BE  ME MTech,200000,10,1
HYDERABAD,ARCHITECT AND INTERIOR DESIGNER ,Creative/Design,BTech BE  ME MTech,40000,3,1
BENGALURU,SALES ENGINEER(AIR/GAS COMPRESSOR/BLOWER),Engineering,BTech BE  ME MTech,60000,6,1
BENGALURU,MAINTENANCE ENGINEERS,Installation/Maintenance/Repair,BTech BE  ME MTech,20000,5,3
BENGALURU,PROJECT COORDINATOR,Project/Program Management,BTech BE  ME MTech,75000,6,1
MUMBAI,GRAPHIC DESIGNER - ALEXANDRIA,Creative/Design,BTech BE  ME MTech,30000,2,2
BENGALURU,CALL CENTER ADVISOR,Customer Service/Support,BTech BE  ME MTech,17000,1,15
BENGALURU,SALES ENGINEER - OIL & GAS,Engineering, BTech BE PG MTech,50000,0,1
BENGALURU,SALES ENGINEER,Engineering,BSc BTech BE MSc ME MTech ,40000,10,1
BENGALURU,SALES ACCOUNT EXECUTIVE - ADVERTISING,Sales/Retail/Business Development,MS MD  MCh,25000,2,2
BENGALURU,JUNIOR GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,22000,9,2
HYDERABAD,MARKETING OFFICER,Sales/Retail/Business Development,BTech BE  ME MTech,25000,5,10
BENGALURU,SENIOR/LEAD SOFTWARE QUALITY SPECIALIST,IT/Software Development,BTech BE  ME MTech,90000,10,2
HYDERABAD,QUALITY CONTROL ENGINEER - CIVIL ,Engineering,BTech BE  ME MTech,80000,2,1
BENGALURU,GRAPHICS DESIGNER ,IT/Software Development,BTech BE  ME MTech,40000,2,1
BENGALURU,DATABASE ADMINISTRATOR ,IT/Software Development,BTech BE  ME MTech,70000,0,1
BENGALURU,E- MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,40000,2,1
BENGALURU,LINUX ENGINEER ,IT/Software Development,10TH ,40000,9,1
BENGALURU,WINDOWS ADMINISTRATOR ,IT/Software Development,BTech BE  ME MTech,40000,7,1
BENGALURU,.NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,15000,11,2
BENGALURU,PHP DEVELOPER ,IT/Software Development,BTech BE  ME MTech,50000,1,1
BENGALURU,PROJECT MANAGER - ARCHITECTURE  ,Engineering,BTech BE  ME MTech,100000,10,1
BENGALURU,PROJECT MANAGER - ARCHITECTURE  ,Engineering,BTech BE  ME MTech,100000,8,1
BENGALURU,SITE ENGINEER - ARCHITECT,Engineering,BTech BE  ME MTech,50000,8,1
BENGALURU,SALES DIRECTOR,Sales/Retail/Business Development,BTech BE  ME MTech,50000,1,1
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,17500,0,15
BENGALURU,AIX ENGINEER,Engineering,BTech BE  ME MTech,60000,5,1
BENGALURU,RECEPTIONIST ,Administration,BTech BE  ME MTech,20000,0,2
BENGALURU,SOFTWARE ENGINEER (JAVA),IT/Software Development,BTech BE  ME MTech,60000,4,2
HYDERABAD,CUSTOMER SERVICE AGENT - MULTINATIONAL BANK,Customer Service/Support,BTech BE  ME MTech,40000,1,40
BENGALURU,CALL CENTER AGENT,Customer Service/Support, BTech BE PG MTech,25000,1,1
BENGALURU,WEB DEVELOPER (LAMP STACK),IT/Software Development,BTech BE  ME MTech,40000,3,1
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,25000,11,1
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,25000,6,1
BENGALURU,SENIOR SOFTWARE ENGINEER,IT/Software Development, BTech BE PG MTech,80000,1,2
BENGALURU,MOBILE REPAIRS TECHNICAL MANAGER,Quality Assurance/Quality Control,BTech BE  ME MTech,70000,1,1
BENGALURU,CUSTOMER SERVICE & RESERVATION AGENT,Customer Service/Support,BTech BE  ME MTech,25000,5,1
HYDERABAD,MEDICAL SERVICES COORDINATOR - CLAIMS ASSESSOR ,Medical,BTech BE  ME MTech,33800,10,2
BENGALURU,TECHNICAL COORDINATOR,IT/Software Development,BTech BE  ME MTech,45000,9,1
HYDERABAD,IT COORDINATOR,IT/Software Development,BTech BE  ME MTech,30000,8,1
BENGALURU,CUSTOMER CARE AGENT,Customer Service/Support,BTech BE  ME MTech,25000,11,1
EL,SALES & TECHNICAL OFFICER (VETERINARY),Sales/Retail/Business Development,BTech BE  ME MTech,50000,3,5
BENGALURU,TECHNICAL SALES ENGINEER (FIRE FIGHTING) ,Engineering,BTech BE  ME MTech,35000,8,2
BENGALURU,JUNIOR WEB DEVELOPER ,IT/Software Development,BTech BE  ME MTech,40000,3,1
HYDERABAD,SENIOR MARKETING SPECIALIST ,Marketing,BTech BE  ME MTech,50000,4,2
BENGALURU,2D GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,15000,11,2
HYDERABAD,TELESALES AGENT,Customer Service/Support,BTech BE  ME MTech,25000,4,1
HYDERABAD,SENIOR SOCIAL MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,50000,1,2
BENGALURU,INTERIOR DESIGNER,Creative/Design,BTech BE  ME MTech,50000,6,1
BENGALURU,AUTOCAD,Administration,BTech BE  ME MTech,30000,11,1
BENGALURU,AUTOCAD,Administration,BTech BE  ME MTech,30000,7,1
HYDERABAD,SENIOR PHP DEVELOPER (TEAM LEADER),IT/Software Development,BTech BE  ME MTech,60000,5,1
BENGALURU,GRAPHIC DESIGNER ,Creative/Design,BTech BE  ME MTech,30000,3,1
BENGALURU,FRONT OFFICE ADMIN,Administration,BTech BE  ME MTech,40000,4,3
BENGALURU,SITE ENGINEER,Engineering,BTech BE  ME MTech,45000,11,2
BENGALURU,CONCEPT ARTIST,Creative/Design,BTech BE  ME MTech,40000,9,1
BENGALURU,OFFSHORE CUSTOMER CARE REPRESENTATIVE,Customer Service/Support,BCom CA ICWA MBA PGDM ,35000,5,15
HYDERABAD,SERVICE DESK AGENT ,Customer Service/Support,BTech BE  ME MTech,25000,6,3
BENGALURU,SECRETARY,Administration,BTech BE  ME MTech,30000,1,1
BENGALURU,SALES & MARKETING SPECIALIST (FOREIGNER),Sales/Retail/Business Development,BTech BE  ME MTech,70000,4,1
BENGALURU,MEP PROJECT MANAGER,Project/Program Management,BTech BE  ME MTech,50000,7,1
BENGALURU,GRAPHIC DESIGNER ,Creative/Design,BTech BE  ME MTech,40000,4,1
HYDERABAD,CALL CENTER SUPPORT AGENT - ENGLISH,Customer Service/Support,BTech BE  ME MTech,50000,12,2
BENGALURU,SENIOR JAVA DEVELOPER - ERP ,IT/Software Development,BTech BE  ME MTech,90000,3,3
PUNE,PLANT MANAGER,Engineering,BTech BE  ME MTech,600000,8,1
MUMBAI,PHARMACEUTICAL CUSTOMER RELATIONS MANAGER - ALEXANDRIA,Customer Service/Support,BTech BE  ME MTech,50000,4,1
BENGALURU,ORACLE DEVELOPER,IT/Software Development,BTech BE  ME MTech,32000,12,1
HYDERABAD,CURRICULUM DEVELOPER,Editorial/Writing,BTech BE  ME MTech,50000,9,1
HYDERABAD,SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,45000,5,1
HYDERABAD,MEDICAL SERVICES COORDINATOR - PREAUTHORIZATION TEAM,Medical,BTech BE  ME MTech,34000,5,2
ASSIUT,MEDICAL REPRESENTATIVE,Marketing,BTech BE  ME MTech,50000,2,2
BENGALURU,DATA INTEGRATION SPECIALIST,IT/Software Development,BTech BE  ME MTech,90000,9,1
HYDERABAD,USER EXPERIENCE DESIGNER,IT/Software Development,BTech BE  ME MTech,22500,1,1
BENGALURU,PRODUCT MANAGER- MEDICAL DEVICES,Medical,10TH,80000,11,1
BENGALURU,CUSTOMER SUPPORT AGENT ,Customer Service/Support,BTech BE  ME MTech,16000,10,1
BENGALURU,MECHATRONICS ENGINEER,Engineering,BTech BE  ME MTech,25000,7,3
BENGALURU,CALL CENTER AGENT ,Customer Service/Support, BTech BE PG MTech,16000,11,2
HYDERABAD,PHP DEVELOPER,IT/Software Development,BTech BE  ME MTech,22500,0,2
BENGALURU,HEALTH & SAFETY SPECIALIST,Quality Assurance/Quality Control,BTech BE  ME MTech,32000,7,1
BENGALURU,ORACLE APEX DEVELOPER,IT/Software Development,BTech BE  ME MTech,75000,9,1
BENGALURU,TELE SALES,Marketing,BTech BE  ME MTech,25000,0,3
BENGALURU,CAD ENGINEER,Engineering,BTech BE  ME MTech,60000,3,2
BENGALURU,DATA NETWORK SITE ENGINEER,Engineering,BTech BE  ME MTech,70000,1,2
BENGALURU,FULL STACK DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,8,1
BENGALURU,DYNAMICS AX APPLICATION CONSULTANT ,IT/Software Development,BTech BE  ME MTech,50000,0,15
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  ME MTech,30000,2,8
BENGALURU,SAP MM CONSULTANT,IT/Software Development,BTech BE  ME MTech,120000,4,1
BENGALURU,CUSTOMER CARE REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,15000,12,4
BENGALURU,ENGLISH TRANSLATOR (NIGHT SHIFT),Editorial/Writing,BTech BE  ME MTech,100000,8,1
BENGALURU,UI DEVELOPER,IT/Software Development,BTech BE  ME MTech,25000,10,1
BENGALURU,GERMAN ACCOUNT ADVISOR ,Customer Service/Support,BTech BE  ME MTech,42000,1,100
BENGALURU,JUNIOR SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,40000,5,1
BENGALURU,SENIOR SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,2,1
BENGALURU,DIRECTOR OF OPERATIONS,Creative/Design,BTech BE  ME MTech,70000,5,1
BENGALURU,CUSTOMER SUPPORT REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,18000,9,8
BENGALURU,ODOO (OPENERP) DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,1,1
BENGALURU,MICROSOFT DYNAMICS TRAINER/ INSTRUCTOR,Education/Training,BTech BE  ME MTech,200000,12,5
BENGALURU,BUSINESS DEVELOPMENT SPECIALIST - IT,Sales/Retail/Business Development, BSc  Diploma ,40000,3,1
BENGALURU,ORACLE E-BUSINESS SUITE INSTRUCTOR ,Education/Training,BTech BE  ME MTech,500,8,4
BENGALURU,FRONT END WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,8,2
BENGALURU,IT ADMINISTRATOR ,IT/Software Development,BTech BE  ME MTech,41000,7,1
HYDERABAD,ASSISTANT MARKETING MANAGER,Marketing,BTech BE  ME MTech,80000,2,1
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,25000,11,1
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE - TOSHIBA AL ARABY ACCOUNT,Customer Service/Support,MBBS  DNB  MSc  MS  MPhil PhD  MS MD  MCh,11000,1,15
BENGALURU,SOCIAL MEDIA MARKETING SPECIALIST ,Marketing,BTech BE  ME MTech,25000,7,1
HYDERABAD,MOBILE DEVELOPMENT TECHNICAL TEAM LEAD,IT/Software Development,BTech BE  ME MTech,80000,11,1
MUMBAI,CUSTOMER SERVICE AGENT - ALEXANDRIA,Customer Service/Support,BTech BE  ME MTech,22000,3,1
MUMBAI,PRODUCT OWNER - ALEXANDRIA,IT/Software Development,BTech BE  ME MTech,10000,8,2
MUMBAI,SOLUTION DEVELOPER (.NET) - ALEXANDRIA,IT/Software Development,BTech BE  ME MTech,35000,8,1
PUNE CITY,PRODUCTION ENGINEER,Manufacturing/Production/Operations,BTech BE  ME MTech,50000,5,1
BENGALURU,TECHNICAL APPLICATION SUPPORT ENGINEER,IT/Software Development,BTech BE  ME MTech,70000,4,1
BENGALURU,COPYWRITER,Marketing,BTech BE  ME MTech,50000,2,1
BENGALURU,WEB DESIGNER,Creative/Design,BTech BE  ME MTech,50000,0,1
HYDERABAD,SENIOR FRONT-END WEB DEVELOPER,IT/Software Development,BTech BE ME MTech ,100000,9,1
HYDERABAD,MARKETING EXECUTIVE,Marketing, BCom PG MBA PGDM,30000,10,3
BENGALURU,MEDICAL MAINTENANCE ENGINEER,Installation/Maintenance/Repair,BTech BE  ME MTech,30000,8,1
BENGALURU,JUNIOR SOFTWARE ENGINEER,IT/Software Development,BTech BE  ME MTech,40000,8,2
BENGALURU,IT SERVICE MANAGEMENT SPECIALIST,IT/Software Development,BTech BE  ME MTech,40000,6,2
BENGALURU,HVAC TECHNICAL OFFICE ENGINEER,Engineering,BTech BE  ME MTech,60000,0,1
BENGALURU,SOFTWARE DEVELOPER INTERN - BIG DATA,IT/Software Development,BTech BE  ME MTech,5000,12,3
BENGALURU,FULL STACK DEVELOPER,IT/Software Development, LLB ,40000,10,2
BENGALURU,ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,40000,5,1
BENGALURU,SENIOR .NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,10,2
BENGALURU,.NET TEAM LEAD,IT/Software Development,BTech BE  ME MTech,100000,9,1
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,70000,10,40
BENGALURU,MOBILE DEVELOPMENT INTERN,Engineering,BTech BE  ME MTech,0,9,2
BENGALURU,FRONTEND INTERN ,Engineering,BTech BE  ME MTech,0,8,2
BENGALURU,BACKEND INTERN,Engineering,BTech BE  ME MTech,0,11,2
BENGALURU,TELESALES,Marketing,BTech BE  ME MTech,20000,10,8
HYDERABAD,PRODUCT PERFORMANCE REVIEW EXPERT - (PPR) ,Quality Assurance/Quality Control,BTech BE  ME MTech,0,2,1
HYDERABAD,PACKAGING AREA SUPERVISOR,Pharmaceutical,BTech BE  ME MTech,0,6,1
HYDERABAD,OPERATIONAL QUALITY INSPECTOR - (OQ) ,Quality Assurance/Quality Control,BTech BE  ME MTech,0,6,1
BENGALURU,SENIOR JAVA DEVELOPER,IT/Software Development,BTech BE  ME MTech,100000,12,1
HYDERABAD,TRANSLATOR,Editorial/Writing,BTech BE  ME MTech,25000,5,4
BENGALURU,PHOTOGRAPHER/SALES ASSOCIATE IN SKI EGYPT,Customer Service/Support,BTech BE  ME MTech,27500,6,15
BENGALURU,PROJECTS MANAGER,Project/Program Management,BTech BE  ME MTech,300000,9,1
BENGALURU,OFFSHORE TELESALES AGENT,Customer Service/Support,BTech BE  ME MTech,30000,9,1
BENGALURU,AUDIO VIDEO SITE ENGINEER,Engineering,BTech BE  ME MTech,70000,6,2
BENGALURU,SOCIAL MEDIA EXECUTIVE ,Marketing,BTech BE  ME MTech,40000,2,2
HYDERABAD,CUSTOMER SERVICE ADVISOR (VIS),Customer Service/Support,BTech BE  ME MTech,24000,5,80
BENGALURU,COMMISSIONING EDITOR,Editorial/Writing,BTech BE  ME MTech,26500,9,2
MUMBAI,SENIOR OAF TECHNICAL CONSULTANT - ALEXANDRIA,IT/Software Development,10TH ,60000,9,1
BENGALURU,SALES ENGINEER,Sales/Retail/Business Development, BTech BE PG  ,80000,3,4
BENGALURU,SENIOR WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,2,1
BENGALURU,SENIOR  WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,2,1
BENGALURU,MARKETING COORDINATOR,Marketing,BTech BE  ME MTech,30000,3,1
BENGALURU,SITE MANAGER - ELECTROMECHANICAL MAINTENANCE,Engineering,BTech BE  ME MTech,45000,8,1
BENGALURU,SITE MANAGER - ELECTROMECHANICAL MAINTENANCE,Engineering,BTech BE  ME MTech,45000,10,1
BENGALURU,SITE MANAGER ,Engineering,BTech BE  ME MTech,45000,1,1
CIARO,CALL CENTER AGENT (GOVERNMENTAL SERVICES),Customer Service/Support, BTech BE PG  ,13500,0,100
HYDERABAD,IT INSTRUCTOR,IT/Software Development, BCom PG MBA PGDM ,20000,10,1
BENGALURU,PHARMACIST ASSISTANT,Pharmaceutical, Diploma PG   Doctorate Doctorate ,12000,3,3
HYDERABAD,SOFTWARE TESTER,Quality Assurance/Quality Control,BTech BE  ME MTech,40000,7,1
HYDERABAD,ELECTRICAL ENGINEER,Engineering,BTech BE  ME MTech,45000,12,1
BENGALURU,DIGITAL MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,50000,9,1
BENGALURU,CALL CENTER / DATA ENTRY AGENT,Customer Service/Support,BTech BE  ME MTech,18000,6,8
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,12000,3,3
BENGALURU,SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,40000,9,2
HYDERABAD,FRONT END DEVELOPER,IT/Software Development,BTech BE  ME MTech,25000,9,2
BENGALURU,RESEARCH AND BUSINESS DEVELOPMENT OFFICER ,Business ,BTech BE  ME MTech,40000,10,1
BENGALURU,IT ADMINISTRATOR,IT/Software Development,BTech BE  ME MTech,40000,12,1
HYDERABAD,SALES ACCOUNT MANAGER ,Sales/Retail/Business Development,BTech BE  ME MTech,25000,0,3
BENGALURU,SENIOR SALES EXECUTIVE- ADVERTISING & MARKETING ,Sales/Retail/Business Development,BTech BE  ME MTech,40000,11,1
BENGALURU,MARKETING MANAGER ,Marketing, BTech BE PG  ,150000,5,1
BENGALURU,SR. SALES EXECUTIVE,Sales/Retail/Business Development, BTech BE PG MTech,150000,0,1
BENGALURU,JAVA TECHNICAL LEAD,IT/Software Development,BTech BE  ME MTech,120000,12,1
HYDERABAD,IT COORDINATOR,IT/Software Development, BVSC ,30000,7,1
BENGALURU,CUSTOMER SUPPORT AGENT - REAL ESTATE INDUSTRY,Customer Service/Support,BTech BE  ME MTech,25000,9,8
BENGALURU,TENDER & SALES ENGINEER,Engineering,BTech BE  ME MTech,100000,5,1
MUMBAI,DIGITAL MARKETING MANAGER - ALEXANDRIA,Marketing,BTech BE  ME MTech,50000,8,1
BENGALURU,PRINTING & PRODUCTION MANAGER (ADVERTISING),Manufacturing/Production/Operations, BTech BE PG  ,50000,6,1
BENGALURU,SALES SPECIALIST,Sales/Retail/Business Development,BTech BE  ME MTech,25000,12,5
BENGALURU,SENIOR IOS DEVELOPER,IT/Software Development,BTech BE  ME MTech,75000,3,1
BENGALURU,SALES MANAGER ,Sales/Retail/Business Development,BTech BE  ME MTech,200000,6,1
BENGALURU,TELEMARKETING SPECIALIST ,Marketing,BTech BE  ME MTech,30000,11,2
HYDERABAD,SOCIAL MEDIA EXECUTIVE - FASHION,Marketing, BTech BE ,50000,8,1
BENGALURU,JUNIOR SOFTWARE QUALITY ASSURANCE ENGINEER,Quality Assurance/Quality Control,BTech BE  ME MTech,30000,6,1
BENGALURU,SOFTWARE TESTER INTERN,Biotech/R&D/Science,BTech BE  ME MTech,20000,9,1
BENGALURU,SALES EXECUTIVE,Sales/Retail/Business Development,BTech BE  ME MTech,100000,6,1
BENGALURU,GERMAN CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,20000,1,1
BENGALURU,RETAIL SALES AGENT - ETISALAT,Sales/Retail/Business Development,BTech BE  ME MTech,18000,10,20
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,70000,2,14
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,70000,5,14
HYDERABAD,ASSISTANT MANAGER / ADMINISTRATOR,Education/Training,BTech BE  ME MTech,60000,2,1
BENGALURU,WEB DESIGNER,Creative/Design,BTech BE  ME MTech,50000,4,2
BENGALURU,RETAIL STORE MANAGER,Management,BTech BE  ME MTech,50000,1,3
BENGALURU,SOCIAL MEDIA SPECIALIST ,Marketing,BTech BE  ME MTech,50000,8,1
MUMBAI,OCEAN EXPORT COORDINATOR,Logistics/Transportation,BTech BE  ME MTech,35000,8,2
BENGALURU,SENIOR INTERIOR DESIGNER (ARCHITECT),Engineering,BTech BE  ME MTech,70000,6,1
BENGALURU,PRODUCTION MANAGER ,Engineering,BTech BE  ME MTech,80000,5,1
BENGALURU,CUSTOMER SERVICE ADVISOR - ARABIC ACCOUNT,Customer Service/Support,BTech BE  ME MTech,15000,10,1
BENGALURU,ESTIMATION ENGINEER,Engineering,BTech BE  ME MTech,50000,8,1
BENGALURU,SERVICE ENGINEER(AIR/GAS COMPRESSOR/BLOWER),Engineering,BTech BE  ME MTech,200000,11,3
MUMBAI,CURRICULUM DEVELOPER - ALEXANDRIA,Editorial/Writing,BTech BE  ME MTech,15000,10,5
BENGALURU,ORACLE DATABASE ADMINISTRATOR,IT/Software Development,BTech BE  ME MTech,80000,5,1
HYDERABAD,EXECUTIVE ASSISTANT,Administration,BTech BE  ME MTech,30000,11,1
BENGALURU,PRODUCTION ENGINEER - SHEET METALWORK,Engineering,BTech BE  ME MTech,60000,12,1
MUMBAI,GRAPHIC DESIGNER - ALEXANDRIA,Creative/Design,BTech BE  ME MTech,30000,11,1
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,70000,12,40
BENGALURU,2D GRAPHIC DESIGNER,Creative/Design,BTech BE  MSc  MCA,30000,1,2
BENGALURU,JUNIOR QC SPECIALIST - DESKTOP PUBLISHER,Editorial/Writing,BTech BE  ME MTech,16000,8,1
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,60000,3,3
HYDERABAD,PRODUCTION SUPERVISOR,Manufacturing/Production/Operations,BTech BE  ME MTech,35000,8,1
PORT SAID,SECRETARY ,Editorial/Writing,BTech BE  ME MTech,20000,3,1
BENGALURU,SOCIAL MEDIA EXECUTIVE,Marketing,BTech BE  ME MTech,45000,4,1
BENGALURU EGYPT,TELE-MARKETING REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,80000,8,4
BENGALURU,SENIOR GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,70000,3,1
MUMBAI,SOCIAL MEDIA SPECIALIST - ALEXANDRIA,Marketing,BTech BE  ME MTech,20000,6,1
BENGALURU,ADVERTISING ACCOUNT EXECUTIVE,Customer Service/Support,BTech BE  ME MTech,40000,12,1
BENGALURU,MARKETING INTERN,Marketing,BTech BE ,7000,5,1
BENGALURU,SALES ENGINEER,Engineering,BTech BE  ME MTech,25000,4,2
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,13500,11,100
BENGALURU,PRODUCTION & EVENTS EXECUTIVE,Manufacturing/Production/Operations,BTech BE  ME MTech,40000,0,1
BENGALURU,SALES CONSTRUCTIONS EQUIPMENT ENGINEER ,Engineering,BTech BE  ME MTech,30000,1,1
BENGALURU,SENIOR EVENTS & TRAVEL LOGISTICS SPECIALIST,Logistics/Transportation,BTech BE  ME MTech,60000,0,1
BENGALURU,HSE ENGINEER,Engineering,BTech BE  ME MTech,100000,2,1
BENGALURU,UNITY3D GAME DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,12,1
MUMBAI,SENIOR ARCHITECT - ALEXANDRIA ,Creative/Design,BTech BE  ME MTech,60000,3,1
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,50000,2,40
HYDERABAD,EXPORT SALES MANAGER - CHEMICALS,Sales/Retail/Business Development,BTech BE  ME MTech,250000,8,1
MUMBAI,ARCHITECTURAL MANAGER- ALEXANDRIA ,Engineering,BTech BE  ME MTech,150000,0,1
BENGALURU,MECHANICAL ENGINEER INTERN - INTERNSHIP,Engineering,BTech BE  ME MTech,10000,9,20
MUMBAI,MECHANICAL ENGINEER INTERN - INTERNSHIP (ALEXANDRIA),Engineering, BTech BE PG  ,10000,11,8
HYDERABAD,MARKETING REPRESENTATIVE,Marketing,BTech BE  ME MTech,50000,3,2
HYDERABAD,PROJECT MANAGER (SOFTWARE HOUSE),IT/Software Development,BTech BE  ME MTech,120000,11,3
BENGALURU, JUNIOR BUSINESS DEVELOPER,Sales/Retail/Business Development,BTech BE  ME MTech,30000,0,5
MUMBAI,SENIOR PHP DEVELOPER - ALEXANDRIA,IT/Software Development,BTech BE  ME MTech,60000,2,2
BENGALURU,MULTIMEDIA & VIDEO EDITING SPECIALIST,Media/Journalism/Publishing,BTech BE  ME MTech,40000,6,2
BENGALURU,CONTENT MANAGER,Editorial/Writing, BSc PG  ,25000,4,1
BENGALURU, DEVELOPER MOBILE APPLICATION (ANDROID & IOS),IT/Software Development,MPhil PhD,0,11,15
BENGALURU,CONTENT WRITER ,Editorial/Writing,BTech BE  ME MTech,40000,12,1
BENGALURU,SENIOR JAVA WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,3,2
BENGALURU,CALL CENTER AGENT ,Customer Service/Support,BTech BE  ME MTech,50000,5,1
MUMBAI,MARKETING MANAGER - ALEXANDRIA,Marketing,BTech BE  ME MTech,50000,10,1
HYDERABAD,GRAPHIC DESIGNER ,Creative/Design,BTech BE  ME MTech,35000,3,1
BENGALURU,SITE ENGINEER,Engineering,BTech BE  ME MTech,80000,6,1
BENGALURU,PLANTS & QUALITY DIRECTOR,Quality Assurance/Quality Control,BTech BE  ME MTech,200000,12,1
BENGALURU,GERMAN CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,38000,12,100
BENGALURU,NETWORK OPERATIONS FRONT OFFICE ENGINEER,Engineering,BTech BE  ME MTech,45000,9,2
BENGALURU,SALES & CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  ME MTech,30000,2,5
BENGALURU,SITE ENGINEER,Engineering, BCom PG CA,40000,7,3
BENGALURU,CONTRACTS ENGINEER,Engineering,BTech BE  ME MTech,45000,7,1
BENGALURU,ELECTRICAL ENGINEER,Engineering, BTech BE PG MTech,30000,4,1
MUMBAI,PROJECT EXECUTION MANAGER - ALEXANDRIA,Engineering,BTech BE  ME MTech,300000,9,1
BENGALURU,TECHNICAL OFFICE ENGINEER - CIVIL ENGINEERING,Engineering,BTech BE  ME MTech,100000,4,1
